@relation all_all_all_all-standard_config_performanceValues-weka.filters.unsupervised.attribute.Remove-R1

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.lazy.IBk numeric

@data
0.699634,51645762,1098846,17442,0.70581,0.317518,0.362927,0.70581,0.317518,0.362927,0.70581,0.317518,0.362927,0.719163,0.281022,0.434158,0.032847,0.68201,0.288321,0.423542,0.68201,0.288321,0.423542,0.68201,0.288321,0.423542,0.510949,140,2,171,101.818883,206.211679,2,9.066603,529.662944,2,60.75,38.3334,57.848996,2,4.430037,112.537563,2,8,-1.380346,0.715328,2,-0.26055,1.976507,0.489051,134,0.700426,0.30292,0.38987,1,2,9,274,0,0,8,1,0.111111,0,0,0.888889,0.111111,-0.195061,3.818431,1.114376,5.857832,33.917206,12.184307,4.610916,24.161274,71.203289,142.792883,7.603849,210.572491,0.755064,0.288321,0.423173,0.755064,0.288321,0.423173,0.755064,0.288321,0.423173,0.653998,0.346715,0.307455,0.653998,0.346715,0.307455,0.653998,0.346715,0.307455,0,53.253437,0,0.676226,0.332117,0.335341,66.75
0.945736,193202250,1875750,15375,0.586325,0.084615,0.131227,0.586325,0.084615,0.131227,0.586325,0.084615,0.131227,0.652406,0.092308,-0.014304,0.069231,0.586325,0.084615,0.131227,0.586325,0.084615,0.131227,0.586325,0.084615,0.131227,0.915385,119,2,125,6.884164,902.869231,2,2.057451,838.738887,2,84.75,3.491054,357.790385,2,1.529241,336.910795,2,2,-2.006745,1.461538,2,0.15611,0.500447,0.084615,11,0.589763,0.2,0.136433,1,2,9,130,0,0,8,1,0.111111,0,0,0.888889,0.111111,1.566483,24.696154,1.359681,15.328185,3.671352,114.046154,1.711863,114.790426,6.181718,867.501923,1.944811,815.843899,0.518335,0.092308,-0.014304,0.518335,0.092308,-0.014304,0.518335,0.092308,-0.014304,0.639801,0.130769,0.24881,0.639801,0.130769,0.24881,0.639801,0.130769,0.24881,0,44.669421,0,0.574102,0.1,0.186718,91.666667
0.432692,121550625,1157625,11025,0.589354,0.447619,0.133755,0.638498,0.447619,0.118435,0.599059,0.428571,0.237288,0.589354,0.447619,0.133755,212.228571,0.577386,0.457143,0.176874,0.577386,0.457143,0.176874,0.577386,0.457143,0.176874,0.552381,58,3,105,93.373935,7.951819,3,9.404958,1.072248,3,92.924561,2.089227,3.666122,3,0.391046,0.161688,3,11,-1.158427,1.863705,3,-8.178639,0.039552,0.066667,7,0.594312,0.438095,0.179827,0,3,22284,105,0,0,22283,1,0,0,0,0.999955,0.000045,0.287966,2.931105,-0.086311,0.108112,0.973707,3.618152,0.325582,0.138848,2.249279,4.26341,0.768619,0.18967,0.493216,0.447619,0,0.480288,0.495238,-0.034679,0.480288,0.495238,-0.034679,0.527254,0.485714,0.046474,0.494299,0.552381,0.037002,0.504789,0.561905,-0.01925,0,6.113629,0,0.569634,0.428571,0.237657,57.857143
0.432692,121550625,1157625,11025,0.589354,0.447619,0.133755,0.638498,0.447619,0.118435,0.599059,0.428571,0.237288,0.589354,0.447619,0.133755,212.228571,0.577386,0.457143,0.176874,0.577386,0.457143,0.176874,0.577386,0.457143,0.176874,0.552381,58,3,105,93.373935,7.951819,3,9.404958,1.072248,3,92.924561,2.089227,3.666122,3,0.391046,0.161688,3,11,-1.158427,1.863705,3,-8.178639,0.039552,0.066667,7,0.594312,0.438095,0.179827,0,3,22284,105,0,0,22283,1,0,0,0,0.999955,0.000045,0.287966,2.931105,-0.086311,0.108112,0.973707,3.618152,0.325582,0.138848,2.249279,4.26341,0.768619,0.18967,0.493216,0.447619,0,0.480288,0.495238,-0.034679,0.480288,0.495238,-0.034679,0.527254,0.485714,0.046474,0.494299,0.552381,0.037002,0.504789,0.561905,-0.01925,0,6.113629,0,0.569634,0.428571,0.237657,57.857143
0.212766,81450625,857375,9025,0.714412,0.642105,0.137007,0.941351,0.147368,0.805185,0.954582,0.073684,0.904137,0.736453,0.6,0.186815,234.505263,0.766914,0.357895,0.532291,0.766914,0.357895,0.532291,0.766914,0.357895,0.532291,0.284211,27,5,95,29.986809,5.478189,5,4.555751,1.596191,5,91.612111,0.57904,1.079753,5,-0.270116,0.443644,5,80,-1.557,-0.553989,5,-4.678407,0.097437,0.052632,5,0.81935,0.284211,0.617278,0,5,22278,95,0,0,22277,1,0,0,0,0.999955,0.000045,-0.71097,0.443674,-0.806738,0.352137,0.044612,0.920663,-0.328581,0.453809,1.167365,1.536211,0.16351,0.518443,0.488612,0.715789,0,0.723795,0.494737,0.337439,0.723795,0.494737,0.337439,0.515269,0.736842,0.025784,0.541819,0.768421,0.004164,0.665119,0.6,0.217146,0,2.04996,0,0.786098,0.305263,0.600956,62.608696
0.285714,163047361,1442897,12769,0.509342,0.628319,0.002859,0.567567,0.628319,-0.014799,0.553852,0.628319,0.111616,0.509342,0.628319,0.002859,483.858407,0.602206,0.575221,0.188039,0.602206,0.575221,0.188039,0.602206,0.575221,0.188039,0.451327,51,5,113,107.127735,17.483628,5,10.222079,10.69369,5,109.248743,1.70332,3.224884,5,0.805442,0.686338,5,95,-1.898558,0.860867,5,-2.744587,0.143825,0.088496,10,0.505745,0.619469,0.012114,0,5,54676,113,0,0,54675,1,0,0,0,0.999982,0.000018,0.06186,3.011522,0.383765,0.396798,0.740326,3.178142,0.708631,0.544718,2.00448,3.340027,1.08903,0.853697,0.492456,0.548673,0,0.492456,0.548673,0,0.492456,0.548673,0,0.457219,0.646018,-0.054051,0.504078,0.628319,0.022658,0.503783,0.716814,-0.046296,0,2.55799,0,0.528651,0.628319,0.093036,38.571429
0.261364,62742241,704969,7921,?,?,?,?,?,?,?,?,?,0.687453,0.47191,0.280877,613.640449,?,?,?,?,?,?,?,?,?,0.483146,43,4,89,70.019661,6.368966,4,6.514788,1.951894,4,83.150788,0.925214,3.207433,4,-0.23741,0.328395,4,29,-1.898274,0.583079,4,-7.910782,0.07071,0.11236,10,0.701964,0.382022,0.394073,0,4,54614,89,0,0,54613,1,0,0,0,0.999982,0.000018,-0.345459,2.52923,-0.690639,0.208632,0.289416,3.192022,-0.2149,0.301223,1.377424,3.858174,0.205899,0.421117,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,4.80804,0,0.73901,0.382022,0.41368,62.857143
0.362637,71639296,778688,8464,?,?,?,?,?,?,?,?,?,0.614758,0.423913,0.148148,641.358696,?,?,?,?,?,?,?,?,?,0.576087,53,5,92,87.857401,8.074163,5,9.273722,2.668737,5,88.328469,1.086271,1.853658,5,0.385917,0.392066,5,57,-1.42818,0.045565,5,-1.893842,0.031422,0.076087,7,0.583333,0.358696,0.214286,0,5,59005,92,0,0,59004,1,0,0,0,0.999983,0.000017,-0.233238,1.198149,0.01982,0.261357,0.184301,1.692033,0.285899,0.35432,0.83709,2.336541,0.583658,0.477309,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.380122,0,0.669678,0.445652,0.335682,62.857143
0.150235,1991513372,9438452,44732,?,?,?,?,?,?,0.831919,0.28972,0.646639,0.636282,0.607477,0.176533,210.757009,?,?,?,?,?,?,?,?,?,0.32243,69,7,212,152.28627,6.318944,7,11.368486,1.554449,7,164.97459,0.96772,2.38912,7,0.24982,0.155831,7,104,-1.689029,1.062636,7,-4.445911,0.03822,0.060748,13,0.730601,0.434579,0.458508,0,7,45102,214,0,0,45101,1,0,0,0,0.999978,0.000022,0.030314,1.600689,-0.112662,0.083526,0.48867,2.115916,0.284957,0.1093,1.211889,3.01736,0.632821,0.188092,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,18.199196,0,0.767189,0.392523,0.520307,66.415094
0.452055,2237857636,10312708,47524,0.762778,0.277273,0.474385,0.937372,0.113636,0.798918,0.838364,0.154545,0.71275,0.762778,0.277273,0.474385,101.290909,0.79726,0.236364,0.591895,0.79726,0.236364,0.591895,0.79726,0.236364,0.591895,0.581818,128,3,218,165.825926,10.306155,3,12.017607,1.457132,3,182.935601,2.671983,5.755907,3,0.531389,0.224178,3,135,-1.729408,3.124127,3,-4.129964,0.061605,0.2,44,0.84517,0.172727,0.679349,0,3,22284,220,0,0,22283,1,0,0,0,0.999955,0.000045,0.032239,5.148218,-0.016415,0.118307,0.544206,5.6455,0.271958,0.186978,1.593214,6.240295,0.698255,0.293688,0.788,0.236364,0.544441,0.788,0.236364,0.544441,0.788,0.236364,0.544441,0.608126,0.386364,0.247788,0.650797,0.390909,0.265186,0.686941,0.386364,0.31169,0,16.462348,0,0.759129,0.259091,0.528217,82.258065
0.531646,639128961,4019679,25281,?,?,?,?,?,?,?,?,?,0.500658,0.484277,-0.004265,385.91195,?,?,?,?,?,?,?,?,?,0.597484,95,2,159,143.686161,7.138906,2,11.720512,1.550327,2,133.806027,1.583153,3.676069,2,0.435659,0.17618,2,77,-1.808428,1.680799,2,-4.368098,0.02232,0.402516,64,0.514244,0.465409,0.012257,1,2,61360,159,0,0,61359,1,0.000016,0,0,0.999984,0.000016,-0.109631,2.988547,-0.027995,0.094388,0.323132,3.604308,0.258728,0.138522,1.145195,4.28039,0.637115,0.223293,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,11.349816,0,0.477961,0.509434,-0.035373,54.666667
0.748227,6015863844,21639798,77841,?,?,?,?,?,?,?,?,?,0.62236,0.106007,0.390612,193.010601,?,?,?,?,?,?,?,?,?,0.865724,245,3,279,239.797625,6.903258,3,14.868932,1.446673,3,219.105912,3.319595,2.647403,3,0.709679,0.218582,3,117,-1.586052,1.234989,3,-3.402574,0.038323,0.063604,18,0.652075,0.102473,0.420369,0,3,54622,283,0,0,54621,1,0,0,0,0.999982,0.000018,0.188848,1.837034,0.111337,0.106838,0.715521,2.460816,0.436092,0.19337,2.048139,3.307716,0.916749,0.28317,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,30.379914,0,0.681602,0.134276,0.395333,88.888889
0.748227,6015863844,21639798,77841,?,?,?,?,?,?,?,?,?,0.62236,0.106007,0.390612,193.010601,?,?,?,?,?,?,?,?,?,0.865724,245,3,279,239.797625,6.903258,3,14.868932,1.446673,3,219.105912,3.319595,2.647403,3,0.709679,0.218582,3,117,-1.586052,1.234989,3,-3.402574,0.038323,0.063604,18,0.652075,0.102473,0.420369,0,3,54622,283,0,0,54621,1,0,0,0,0.999982,0.000018,0.188848,1.837034,0.111337,0.106838,0.715521,2.460816,0.436092,0.19337,2.048139,3.307716,0.916749,0.28317,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,30.379914,0,0.681602,0.134276,0.395333,88.888889
0.204188,19512423744,52452752,140624,?,?,?,?,?,?,?,?,?,0.686908,0.503916,0.232058,142.75718,?,?,?,?,?,?,?,?,?,0.4047,155,9,376,112.614289,5.29801,9,8.320783,2.030804,9,324.849529,1.796991,2.22434,9,-0.022703,0.405197,9,238,-1.823144,0.264992,9,-7.143199,0.119911,0.041775,16,0.809526,0.26893,0.635063,0,9,54676,383,0,0,54675,1,0,0,0,0.999982,0.000018,0.015986,1.547692,-0.582215,0.28059,0.882758,2.126885,-0.117068,0.3709,2.306266,2.811399,0.451814,0.47022,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,18.973803,0,0.921863,0.133159,0.831819,88.823529
0.431866,864,216,54,0.564659,0.456067,0.160681,0.564659,0.456067,0.160681,0.564659,0.456067,0.160681,0.561484,0.516736,0.074645,0.023013,0.573206,0.5,0.102647,0.573206,0.5,0.102647,0.573206,0.5,0.102647,0.516736,247,9,6,-0.284545,10.422594,9,0.481179,1.08055,3.8,4.166667,-0.896956,4.259414,3.8,-0.068578,0.974149,2,3,-1.337358,2.085774,2,-0.904307,0.784321,0.188285,90,0.620575,0.495816,0.169561,2,3,11,478,0,0,6,5,0.181818,0,0,0.545455,0.454545,-1.276842,2.096757,-0.406101,0.907771,-0.981993,2.906904,-0.099753,0.981011,-0.475519,6.456067,0.458693,1.071948,0.615907,0.472803,0.153074,0.615907,0.472803,0.153074,0.615907,0.472803,0.153074,0.555581,0.531381,0.108477,0.555581,0.531381,0.108477,0.555581,0.531381,0.108477,2.949576,0.983192,2.949576,0.599714,0.508368,0.154155,48.857143
0.613636,4100625,91125,2025,0.587945,0.444444,0.115914,0.933355,0.111111,0.777448,0.858696,0.155556,0.690873,0.587945,0.444444,0.115914,89.488889,0.649209,0.422222,0.159292,0.649209,0.422222,0.159292,0.649209,0.422222,0.159292,0.511111,23,2,45,28.346722,3.125778,2,4.787467,2.757722,2,38.795827,0.701744,0.046439,2,0.036361,0.603563,2,28,-1.650469,-1.591556,2,-4.290586,0.193691,0.488889,22,0.7648,0.311111,0.373757,1,2,4027,45,38,5948,4026,1,0.000248,0.844444,0.032823,0.999752,0.000248,-0.264667,-0.111201,-0.313626,0.421278,0.258146,0.030561,0.030197,0.536034,1.05174,0.184425,0.373052,0.702457,0.61166,0.422222,0.149254,0.61166,0.422222,0.149254,0.61166,0.422222,0.149254,0.582016,0.488889,0.033203,0.504941,0.444444,0.110672,0.59585,0.422222,0.155972,0,2.881605,0,0.395257,0.622222,-0.245059,74
0.842105,74000844,804357,8649,0.71727,0.541667,0.237746,0.686632,0.40625,0.278752,0.913004,0.104167,0.850467,0.734517,0.53125,0.235836,41.947917,0.751728,0.395833,0.423606,0.754184,0.395833,0.426325,0.757378,0.375,0.459916,0.479167,46,9,93,25.956751,1.003333,9,3.800613,2.582636,9,74.63537,0.869028,0.012397,9,0.110753,0.72769,9,52,-1.437027,-0.918437,9,-3.367577,0.268696,0.020833,2,0.57,0.447917,0.182412,0,9,4027,96,89,19667,4026,1,0,0.927083,0.050873,0.999752,0.000248,-0.151108,-0.032385,-0.245198,0.508106,0.392578,0.014458,0.086158,0.638739,1.223435,0.061931,0.445028,0.864819,0.494185,0.520833,0,0.718918,0.479167,0.219374,0.718918,0.479167,0.219374,0.654696,0.541667,0.139459,0.739922,0.5,0.286245,0.727869,0.520833,0.276564,0,6.700268,0,0.768957,0.28125,0.574803,84.545455
0.887324,26873856,373248,5184,0.877447,0.111111,0.754894,0.967991,0.055556,0.877447,0.949362,0.041667,0.907216,0.877447,0.111111,0.754894,99.027778,0.91617,0.097222,0.795122,0.91617,0.097222,0.795122,0.91617,0.097222,0.795122,0.652778,47,2,72,71.954273,27079.444444,2,8.481299,15893.556425,2,66.396549,3.76697,619.778711,2,0.733125,409.533588,2,44,-1.266193,-16209.722222,2,-8.366811,26.703111,0.347222,25,1,0,1,1,2,7130,72,0,0,7129,1,0.00014,0,0,0.99986,0.00014,0.332413,-4.722222,-0.06736,96.471583,1.35577,141.847222,0.621365,185.298502,3.694199,472.861111,1.320458,362.303897,0.886809,0.152778,0.683706,0.886809,0.152778,0.683706,0.886809,0.152778,0.683706,0.681702,0.25,0.427056,0.735745,0.263889,0.433775,0.782979,0.222222,0.535858,0,4.477716,0,0.738723,0.194444,0.526761,86.315789
0.857143,1303210000,6859000,36100,0.712306,0.810526,0.087137,0.897045,0.363158,0.602739,0.781838,0.410526,0.552779,0.688393,0.805263,0.105263,84.547368,0.717355,0.563158,0.385411,0.700894,0.568421,0.379667,0.703379,0.563158,0.385411,0.157895,30,14,190,188.108957,14439.273684,14,13.682828,8306.125954,14,145.579406,15.374339,242.482315,14,2.061146,382.665147,14,67,-1.668448,-6243.931579,14,-13.530592,18.632589,0.052632,10,0.774691,0.415789,0.542782,0,14,16064,190,0,0,16063,1,0,0,0,0.999938,0.000062,3.327604,9.121053,0.817897,101.075473,7.067186,94.152632,1.918463,198.603948,17.02206,272.3,3.205875,405.438761,0.65127,0.831579,0.047619,0.724315,0.747368,0.17979,0.730388,0.673684,0.26079,0.672771,0.784211,0.119002,0.681454,0.752632,0.175317,0.731874,0.678947,0.260031,0,25.289117,0,0.762043,0.447368,0.512835,59.5
0.983051,12960000,216000,3600,0.540293,0.383333,0.087302,0.584371,0.3,0.220779,0.644689,0.333333,0.283154,0.540293,0.383333,0.087302,118.833333,0.526862,0.4,0.08046,0.526862,0.4,0.08046,0.526862,0.4,0.08046,0.65,39,2,60,59.328702,40666.05,2,7.680411,35115.367683,2,56.957217,4.698863,531.334834,2,0.709769,511.028663,2,45,-1.087321,-17105.733333,2,-7.506455,48.044856,0.35,21,0.582662,0.316667,0.208333,1,2,7130,60,0,0,7129,1,0.00014,0,0,0.99986,0.00014,1.085806,2.591667,-0.251252,143.309124,2.599473,149.2,0.807123,248.32817,5.482635,480.616667,1.554029,466.620605,0.481685,0.35,0,0.481685,0.35,0,0.481685,0.35,0,0.503663,0.4,0.058824,0.5,0.5,-0.075269,0.429182,0.483333,-0.150794,0,2.560709,0,0.496337,0.483333,-0.006944,61.333333
0.684211,74000844,804357,8649,0.667536,0.6875,0.130148,0.777862,0.5,0.358753,0.841261,0.25,0.69957,0.731508,0.625,0.213867,41.947917,0.798986,0.447917,0.463408,0.773714,0.4375,0.476703,0.767313,0.427083,0.489627,0.239583,23,11,93,25.956751,1.003333,11,3.800613,2.582636,11,74.63537,0.869028,0.012397,11,0.110753,0.72769,11,52,-1.437027,-0.918437,11,-3.367577,0.268696,0.010417,1,0.666508,0.53125,0.313517,0,11,4027,96,89,19667,4026,1,0,0.927083,0.050873,0.999752,0.000248,-0.151108,-0.032385,-0.245198,0.508106,0.392578,0.014458,0.086158,0.638739,1.223435,0.061931,0.445028,0.864819,0.678073,0.697917,0.141942,0.730643,0.635417,0.2192,0.719845,0.583333,0.290391,0.702358,0.6875,0.156774,0.736089,0.59375,0.257329,0.734812,0.541667,0.34359,0,6.700268,0,0.792819,0.333333,0.59648,64
0.999874,782504048744960,1528328220205,212415319,?,?,?,?,?,?,?,?,?,?,?,?,0.000009,?,?,?,?,?,?,?,?,?,0.573222,2807886,70,21493,3533299.054844,1834.621175,70,1807.567217,941431.074484,14.375,1229.470588,420300.450411,118.595207,14.375,267.900525,46700.213837,2,1,-1.904057,0,2,-2.769937,0,0,2,?,?,?,4,23,42,4898431,0,0,34,8,0.095238,0,0,0.809524,0.190476,0.843886,0.001147,1.685086,0.042456,51.264197,0.057662,6.91958,0.307249,31538.876879,0.762756,161.542167,3.87688,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.669978,4122.388203,23.669978,?,?,?,?
0.965159,2857727103081922600,78515457402586,2088010462,0.729599,0.0178,0,0.732603,0.0178,0,0.588377,0.02666,0.01961,0.729599,0.0178,0,0.00462,0.5,0.0178,0,0.5,0.0178,0,0.5,0.0178,0,0.9822,49110,15415,48511,26707.599129,6181967.170056,15415,148.082675,25311869.221418,1833.487179,2079.359375,434.516954,204444.109938,1833.487179,11.574619,402315.907281,1,0,-1.674959,-153278.608487,1,-1.799321,0,0.0178,890,0.605154,0.09606,0.020755,5,2,231,50000,50000,8024152,192,39,0.021645,1,0.694732,0.831169,0.168831,14.829687,4.182478,3.169805,9.034615,93.969382,32.357875,8.284472,97.36575,382.788214,28784.93684,17.316391,94164.319454,0.5,0.0178,0,0.5,0.0178,0,0.5,0.0178,0,0.533939,0.01876,0.000234,0.57688,0.01804,0.003789,0.578214,0.01952,0.000815,4160.398063,7641.436715,4160.398063,0.509161,0.03448,0.018241,96.696893
0.863877,2857727103081922600,78515457402586,2088010462,0.620748,0.07344,0,0.553385,0.08984,0.01769,0.511428,0.12448,0.024421,0.620748,0.07344,0,0.00462,0.5,0.07344,0,0.5,0.07344,0,0.5,0.07344,0,0.92656,46328,15415,48511,26707.599129,6181967.170056,15415,148.082675,25311869.221418,1833.487179,2079.359375,434.516954,204444.109938,1833.487179,11.574619,402315.907281,1,0,-1.674959,-153278.608487,1,-1.799321,0,0.07344,3672,0.591258,0.31964,0.049066,5,2,231,50000,50000,8024152,192,39,0.021645,1,0.694732,0.831169,0.168831,14.829687,4.182478,3.169805,9.034615,93.969382,32.357875,8.284472,97.36575,382.788214,28784.93684,17.316391,94164.319454,0.5,0.07344,0,0.5,0.07344,0,0.5,0.07344,0,0.539738,0.07346,-0.00004,0.5371,0.07682,0.000201,0.549366,0.08998,-0.000452,4160.398063,7641.436715,4160.398063,0.507318,0.1247,0.015721,87.840235
0.998921,43269100875000,88304287500,35392500,0.936703,0.214625,0.631768,0.999161,0.05502,0.908517,0.999897,0.000957,0.99838,0.93733,0.214991,0.631354,0.000085,0.999798,0.000781,0.998678,0.999801,0.000769,0.998698,0.999804,0.000694,0.998825,0.568378,280790,66,10725,490583.35258,3025.615744,66,699.212443,988219.10123,13.75,569.352941,38633.597681,146.814522,13.75,93.897777,30076.651559,1,1,-1.915139,0,1,-2.73072,0,0.000004,2,0.999542,0.072359,0.8804,4,23,42,494020,0,0,34,8,0.095238,0,0,0.809524,0.190476,0.886297,0.005095,1.697399,0.072187,50.290157,0.057423,6.857162,0.30637,16753.687192,0.763223,122.816624,1.851926,0.991936,0.034405,0.941431,0.999612,0.006131,0.989613,0.999826,0.001783,0.996982,0.791154,0.251472,0.497466,0.989122,0.049723,0.914976,0.996967,0.026013,0.95583,22.410138,1921.355643,22.410138,0.999907,0.000573,0.999031,?
0.864137,2857727103081922600,78515457402586,2088010462,0.770044,0.06216,0.503834,0.737994,0.0737,0.004488,0.639192,0.09472,0.218842,0.770044,0.06216,0.503834,0.00462,0.780745,0.05102,0.521416,0.780745,0.05102,0.521416,0.780745,0.05102,0.521416,0.92636,46318,15415,48511,26707.599129,6181967.170056,15415,148.082675,25311869.221418,1833.487179,2079.359375,434.516954,204444.109938,1833.487179,11.574619,402315.907281,1,0,-1.674959,-153278.608487,1,-1.799321,0,0.07364,3682,0.666185,0.30614,0.095539,5,2,231,50000,50000,8024152,192,39,0.021645,1,0.694732,0.831169,0.168831,14.829687,4.182478,3.169805,9.034615,93.969382,32.357875,8.284472,97.36575,382.788214,28784.93684,17.316391,94164.319454,0.5,0.07364,0,0.5,0.07364,0,0.5,0.07364,0,0.563648,0.07364,0,0.528109,0.08098,0.009308,0.515844,0.085,0.01383,4160.398063,7641.436715,4160.398063,0.513736,0.13388,0.027234,86.650663
0.926667,4514900,180596,6946,0.636502,0.569536,0.1465,0.636502,0.569536,0.1465,0.636502,0.569536,0.1465,0.593936,0.596026,0.104566,0.046358,0.649733,0.543046,0.185234,0.649733,0.543046,0.185234,0.649733,0.543046,0.185234,0.344371,52,26,151,-0.347474,76,26,0.498306,43.734045,11.6,98.5,-0.773737,51.933775,11.6,0.249153,28.313902,2,46,-1.2,27.86755,2,0,12.893758,0.324503,49,0.704786,0.450331,0.324429,2,3,7,151,0,0,2,5,0.285714,0,0,0.285714,0.714286,-1.2,27.86755,0,12.893758,-0.773737,51.933775,0.249153,28.313902,-0.347474,76,0.498306,43.734045,0.596326,0.582781,0.12458,0.596326,0.582781,0.12458,0.596326,0.582781,0.12458,0.584726,0.582781,0.122846,0.584726,0.582781,0.122846,0.584726,0.582781,0.122846,12.700394,74.246212,12.700394,0.663465,0.456954,0.314133,58.536585
